종로구,8
중구,8
용산구,2
성동구,2
광진구,5
동대문구,1
중랑구,3
성북구,3
강북구,3
도봉구,1
노원구,5
은평구,2
서대문구,5
마포구,7
양천구,2
강서구,5
구로구,3
금천구,2
영등포구,3
동작구,2
관악구,2
서초구,3
강남구,9
송파구,3
강동구,3
