종로구,5.92
중구,5.96
용산구,5.83
성동구,5.96
광진구,5.83
동대문구,5.86
중랑구,5.83
성북구,5.95
강북구,5.97
도봉구,5.83
노원구,5.96
은평구,5.91
서대문구,6.02
마포구,5.96
양천구,5.86
강서구,5.86
구로구,5.9
금천구,5.91
영등포구,5.95
동작구,5.95
관악구,5.87
서초구,6.1
강남구,6.08
송파구,6.02
강동구,5
